date,adj_close,vol
2022-04-25 00:00:00-04:00,19.98,37047800
2022-04-26 00:00:00-04:00,18.77,33555800
2022-04-27 00:00:00-04:00,18.97,31101300
2022-04-28 00:00:00-04:00,19.43,27601000
2022-04-29 00:00:00-04:00,18.77,24044900
2022-05-02 00:00:00-04:00,18.56,32639400
2022-05-03 00:00:00-04:00,19.13,30334200
2022-05-04 00:00:00-04:00,19.62,30759700
2022-05-05 00:00:00-04:00,18.54,32054500
2022-05-06 00:00:00-04:00,17.84,34360000
2022-05-09 00:00:00-04:00,16.32,37938900
2022-05-10 00:00:00-04:00,16.57,35775600
2022-05-11 00:00:00-04:00,15.97,34913300
2022-05-12 00:00:00-04:00,15.49,40155400
2022-05-13 00:00:00-04:00,16.58,31753100
2022-05-16 00:00:00-04:00,16.55,25223400
2022-05-17 00:00:00-04:00,17.82,28978500
2022-05-18 00:00:00-04:00,16.89,29441900
2022-05-19 00:00:00-04:00,16.75,28299800
2022-05-20 00:00:00-04:00,16.26,34090600
2022-05-23 00:00:00-04:00,16.75,24684500
2022-05-24 00:00:00-04:00,15.5,38817400
2022-05-25 00:00:00-04:00,16.13,31846900
2022-05-26 00:00:00-04:00,17.24,33955200
2022-05-27 00:00:00-04:00,18.13,27615600
2022-05-31 00:00:00-04:00,17.87,31158300
2022-06-01 00:00:00-04:00,17.29,32637900
